UniqueID,Salutation,FirstName,LastName,AddressZipCity,Address,Telephone,Email,GeoLat,GeoLon,Birthday,Price,Stuckzahl,SalesTax,PurchaseType,TaxAmount,TotalPrice,TotalAmount
7b59051b-f400-48d7-831d-5a973d792fa1,Herr,Sebastian,Richter,46850 Bottrop,Schmidtring 9,(09246) 61093,sebastian.richter7b59051b@gmx.org,51.51780559761341,6.958020666025891,1988-03-21,19,39,0.19,Weste,3.61,22.61,881.79
a32c9b6f-391c-4046-bd4a-5d5128fafd04,Herr,Georg,Becker,95215 Bayreuth,Kostolzinweg 0/6,(06027) 142787,georgba32c9b6f@mailzilla.de,49.94262475327867,11.555360008774967,2001-05-31,134,5,0.19,Jeans,25.46,159.46,797.3000000000001
e245a460-0004-484c-8167-733f9a9e4310,Frau,Lisa,Roth,65062 Wiesbaden,Agatha-Junk-Ring 0/6,+49(0) 812066503,lisare245a460@gmx.fr,50.06223684964756,8.2593294059489,1945-02-09,103,17,0.07,Tanktop,7.210000000000001,110.21000000000001,1873.5700000000002
d29e8693-faf1-401b-809a-815bc1378be5,Herr,Rafael,Weigel,24989 Kiel,Hans-Hinrich-Drubin-Weg 44,+49 (0) 1761 047142,weigel.rafael1951@altavista.com,54.31699250164315,10.112827493571404,1985-05-20,306,29,0.19,T-Shirt,58.14,364.14,10560.06
58d87776-a51a-44f3-a699-bae0d138d150,Frau,Nadine,Jung,57895 Siegen,Oxana-Förster-Ring 003,(04855) 90977,njung6851@gmx.fr,50.88860644697476,8.017737306592885,1984-07-15,288,45,0.19,Hausschuhe,54.72,342.72,15422.400000000001
2da44da1-89b5-4368-9f14-c6125f58d5b5,Herr,Jakob,Röder,70557 Stuttgart,Philippe-Schaaf-Ring 224,05515900422,jröder4934@freemail.de,48.76988902246062,9.174415116594256,2006-01-25,184,38,0.19,Cardigan,34.96,218.96,8320.48
fd42f697-6511-4656-9c64-60364a1eb1b7,Frau,Verena,Jung,02666 Görlitz,Klaus-Michael-Drewes-Straße 04,+49 (0) 8146 546118,verenafd42f697@aol.de,51.13640319116098,14.978923912834347,2001-06-15,230,25,0.07,Schuhe,16.1,246.1,6152.5
cc417e7c-d741-4609-964a-e90979585e69,Frau,Isabel,Kraus,42790 Solingen,Ebertstraße 760,+49(0)5229 61113,ikraus3714@earthlink.net,51.14775545236445,7.014660646700169,1991-06-14,229,34,0.07,Zehensandalen,16.03,245.03,8331.02
191b8adf-0202-461c-a283-08690fa7ee05,Herr,Paul,Fuchs,09319 Chemnitz,Röhrichtstr. 7,09361 534926,fuchs.paul1816@versatel.de,50.829742482590504,12.939921510849324,1956-04-20,43,47,0.19,T-Shirt,8.17,51.17,2404.9900000000002
dd138266-d26d-4396-9058-fe8c1d7173e5,Frau,Nadine,Jung,38003 Braunschweig,Sandra-Putz-Straße 17,0430392137,nadinejdd138266@mailbox.org,52.27338247852855,10.514418397211701,1968-01-10,312,42,0.19,Blazer,59.28,371.28,15593.759999999998
1ad0a6f2-26bd-4974-93b5-64b08be04c3e,Frau,Isabel,Koch,30487 Hanover,Finkestr. 6/8,05773 893055,isabel1ad0a6f2@email.de,52.392455244461594,9.74399298226605,1995-10-01,60,17,0.19,Oxfordschuhe,11.4,71.4,1213.8000000000002
dfde2281-25fb-4f3d-866d-7002091472ad,Frau,Hannah,Schulz,06871 Halle,Schleichallee 69,+49(0)7118 01320,schulz.hannah1693@web.de,51.503939870804444,11.971234229443882,1963-02-20,485,24,0.19,Clogs,92.15,577.15,13851.599999999999
54a1d505-72d6-4c20-980d-6a1cc2472fd6,Frau,Vanessa,Weidner,67655 Kaiserslautern,Luka-Fischer-Allee 5/8,0880918916,weidner.vanessa7102@planet-interkom.de,49.428413764147635,7.752585020187806,2001-04-10,5,9,0.19,Sneaker,0.95,5.95,53.550000000000004
e6b106e2-8911-4af0-8a27-6dda34c3494a,Frau,Julia,Böttcher,51735 Leverkusen,Nergerallee 9/9,+49(0) 002489451,julia.böttchere6b106e2@aol.de,51.036684885634145,7.005176641470764,1975-04-20,299,19,0.07,Kapuzenpullover,20.930000000000003,319.93,6078.67
4d849ec5-d334-486f-b164-f9d84312ece2,Herr,Tobias,Becker,95748 Bayreuth,Krausallee 0/2,(02345) 00762,becker.tobias1790@ziggo.de,49.95988146318288,11.580446429917474,1975-03-13,155,26,0.07,Blazer,10.850000000000001,165.85,4312.099999999999
14e5064c-b799-4e8e-9a1a-7d6fdd02e100,Frau,Mia,Wagner,72930 Reutlingen,Mareen-Kitzmann-Straße 976,00172 009925,mia14e5064c@gmx.us,48.476372992086134,9.188740322536109,1950-11-04,255,28,0.19,Blazer,48.45,303.45,8496.6
31e9ca80-58bf-4b9e-a624-5b598c94af98,Frau,Verena,Weigel,48941 Münster,Ziegertallee 1/0,(07951) 942641,verena.weigel31e9ca80@1und1.de,51.97301090279957,7.6140216112941115,1976-11-27,114,4,0.07,T-Shirt,7.98,121.98,487.92
09c67417-306a-4871-beef-71cbc915d113,Herr,Christian,Bergmann,24296 Neumünster,Martinring 75,(01007) 40899,cbergmann4559@test.de,54.05664652971278,9.974905514570612,1999-05-22,134,38,0.19,Loafers,25.46,159.46,6059.4800000000005
d1c3d1bc-c6be-4432-97ee-0eb03acaaf82,Herr,Fabian,Becker,45841 Essen,Patbergring 269,0116116207,fbecker9614@eclipso.de,51.46569753605035,6.99966751671997,1971-05-15,255,26,0.07,Poncho,17.85,272.85,7094.1
eb561699-7f22-4d12-87b6-e08e6ac1ca75,Herr,Timothy,Klein,29149 Celle,Ullmannring 511,00552035192,tklein8510@mail.de,52.612465683861494,9.846279463586608,1957-04-24,54,39,0.07,Jogginghose,3.7800000000000002,57.78,2253.42
bb6b0095-ac7b-4ab2-a8b5-6f85346d2b7e,Frau,Selina,Weigel,54898 Trier,Karen-Albers-Ring 0,(03227) 175420,sweigel6283@mailplus.de,49.76982732182105,6.642502591726204,2005-02-05,448,13,0.19,T-Shirt,85.12,533.12,6930.56
f5fe0213-792e-4d75-95c3-6c3d5cbbc080,Frau,Vanessa,Röder,38837 Braunschweig,Hübelstr. 2,(01189) 426223,röder.vanessa1581@bluewin.ch,52.28387933037784,10.530903468592216,1964-02-10,80,25,0.07,Tanktop,5.6000000000000005,85.6,2140.0
2f16fb50-c13e-46af-bc95-90d33e2aad3e,Herr,Timothy,Meyer,24889 Neumünster,Köhlerstraße 290,0112648629,meyer.timothy2087@t-online.de,54.05492528106584,9.96671140559879,1970-10-22,433,29,0.07,Polo-Shirt,30.310000000000002,463.31,13435.99
3f80c31f-15a5-412c-9ac4-b6c7a31034dd,Herr,Bastian,Berger,51517 Leverkusen,Schülerring 660,0573547121,bastian.berger3f80c31f@gmx.ch,51.048854899099666,7.026342854271574,1961-08-29,413,34,0.19,Desert Boots,78.47,491.47,16709.98
27649a62-b02d-452c-9b05-0db28ee4fd02,Herr,Tobias,Weiss,61427 Bad Homburg,Kuhlplatz 6/2,+49(0) 758257173,tobias.weiss27649a62@gmx.us,50.22167938207545,8.598909627861007,1962-10-11,94,20,0.07,Fliege,6.580000000000001,100.58,2011.6
9e65736c-72f7-44b1-b2f1-1ef9d4864482,Herr,Johann,Neumann,21310 Buxtehude,Albersplatz 1,(04892) 67173,jneumann7294@altavista.com,53.45249035035485,9.025639394502498,1978-06-19,66,16,0.07,Fliege,4.62,70.62,1129.92
fbe86a8e-a1cf-4d1d-87b3-df4167c21355,Herr,Paul,Mayer,42144 Solingen,Erol-Hiller-Allee 046,09671 45439,paulfbe86a8e@gmx.co.uk,51.1616456078515,7.011070834572994,1949-07-31,198,30,0.19,Anzug,37.62,235.62,7068.6
4e3c0f2d-4332-459d-8ad0-0273120961ea,Frau,Jana,Schulz,20033 Hamburg,Drubinstr. 21,0448298381,jana.schulz4e3c0f2d@mail.ru,53.55910318764124,9.99965969031652,1970-02-02,100,25,0.07,Schal,7.000000000000001,107.0,2675.0
bdce29ef-6746-40eb-8b27-9c29a274c0d7,Herr,Patrick,Weber,21629 Lüneburg,Hornichstraße 9,(02211) 66972,patrickwbdce29ef@onlinedeutsch.de,53.23825545557397,10.425465262212487,1979-06-19,491,25,0.07,Funktionsshirt,34.370000000000005,525.37,13134.25
79009c61-a1d2-4ebc-9aa3-892a4c88b9d8,Herr,Kai,Böttcher,45039 Gelsenkirchen,Harloffstraße 8/5,00742 709305,kai79009c61@dawnmail.de,51.52796464885189,7.083918809472488,1973-11-30,405,41,0.19,Kleid,76.95,481.95,19759.95
d8a230de-0296-4326-be2d-9d1de377b008,Herr,Johann,Neumann,50967 Cologne,Heidelore-Butte-Allee 0/5,+49(0)1904432943,johann.neumannd8a230de@mailplus.de,50.948553705757675,6.97568744207882,1950-11-08,322,50,0.07,Haarband,22.540000000000003,344.54,17227.0
62565a95-5487-45c3-b762-6f4975fd3537,Frau,Hannah,Schulz,54913 Trier,Maxim-Linke-Allee 2/7,+49 (0) 8523 275667,hannah.schulz62565a95@gmx.org,49.74652564786163,6.621068439523924,1968-10-01,397,10,0.19,Flip-Flops,75.43,472.43,4724.3
707421d4-3239-404b-8bab-5b51385c5fdc,Frau,Nadine,Jung,50508 Cologne,Cynthia-Tröst-Gasse 0/3,(01250) 23949,nadine707421d4@bluewin.ch,50.920313178635055,6.95467013259285,1949-09-01,16,23,0.07,Pyjama,1.12,17.12,393.76000000000005
48d002be-c061-499b-831a-352ade6c8762,Herr,Matthias,Werner,04610 Leipzig,Langernstraße 886,(07747) 354000,werner.matthias4407@outlook.de,51.34606073967033,12.382384059088904,1954-06-21,462,8,0.19,Cargohose,87.78,549.78,4398.24
01d34690-a795-4c54-8a30-f7cd00fdec23,Frau,Isabel,Schmidt,46238 Bottrop,Carl-Heinz-Zimmer-Straße 96,03735 91915,isabel.schmidt01d34690@outlook.de,51.52206775633826,6.947099219298115,1964-07-21,133,9,0.19,Poncho,25.27,158.27,1424.43
4168705a-533c-4a31-a4ba-cd7874aba9fc,Frau,Julia,Mayer,93303 Regensburg,Anne-Rose-Beyer-Platz 1,+49(0) 853344486,juliam4168705a@iserv.de,49.03311807154441,12.085703217581877,1960-04-02,298,20,0.19,Regenhose,56.62,354.62,7092.4
3d6e2667-b665-4d6e-9f39-ccaa580c79fc,Herr,Moritz,Schulze,79323 Freiburg,Leonard-Rohleder-Gasse 777,+49(0)6777111312,schulze.moritz4978@gmx.fr,47.99064238076582,7.838891415114163,1970-04-17,24,9,0.19,Kapuzenpullover,4.5600000000000005,28.560000000000002,257.04
9cdd9f6c-70cd-44a8-b6a5-be06eb52ee01,Herr,Rafael,Weber,42430 Wuppertal,Margrit-Loos-Weg 0/2,+49(0) 732455618,rafaelw9cdd9f6c@mymail.de,51.253087549846775,7.156278641496469,2000-11-19,44,16,0.07,Chelseaboots,3.08,47.08,753.28
3380dcfc-c9fe-4036-8a83-efc89c2e5562,Frau,Selina,Böhm,44385 Dortmund,Wulffstraße 8/4,+49(0)3019 12633,selina3380dcfc@deutschlandemail.de,51.51215189534545,7.460863863078747,1962-02-19,488,31,0.19,Bikini,92.72,580.72,18002.32
01a6009e-a8dc-4886-bf45-33febc6ff6ac,Herr,Alexander,Becker,72620 Reutlingen,Binnergasse 4/1,(05384) 331845,abecker8309@eclipso.de,48.478815227522745,9.200968172416603,1958-12-05,90,16,0.07,Latzhose,6.300000000000001,96.3,1540.8
9501e917-496d-427b-baf2-f402a0e624f1,Herr,Fabian,Berger,36652 Fulda,Freddy-Austermühle-Weg 5,(00262) 281237,fabian9501e917@aol.de,50.53347372642463,9.683459668472137,1980-02-02,317,30,0.19,Strickjacke,60.230000000000004,377.23,11316.900000000001
3c3da911-36a5-4df9-b824-7e70b2194ff3,Frau,Hannah,Hahn,36308 Fulda,Margita-Heintze-Straße 9,(02719) 089577,hhahn7950@citymail.de,50.53710212187713,9.67540718387368,1963-08-29,492,15,0.07,Pumps,34.440000000000005,526.44,7896.6
a71b80ef-8e36-482f-b856-be31f568c9c6,Herr,Ben,Schwarz,44041 Herne,Gesa-Oderwald-Allee 8/5,+49(0)4296 354603,bensa71b80ef@gmx.de,51.55252247234035,7.209298588715861,1946-08-16,228,7,0.07,Dirndl,15.96,243.96,1707.72
3fe65f90-f631-481e-bf40-1e04b9f94ec6,Frau,Bettina,Weigel,52609 Aachen,Mansweg 45,(02405) 98025,bettina3fe65f90@aol.de,50.767524157313595,6.07749561625665,1945-08-05,272,16,0.19,Pullover,51.68,323.68,5178.88
3dd0c866-0649-4ef5-8fb2-de1ea0b976c2,Frau,Ella,Zimmermann,24137 Neumünster,Aleksandr-Hecker-Allee 1,+49(0)5623762542,ellaz3dd0c866@gmx.org,54.05751225589836,10.004326194868861,1985-02-06,279,26,0.07,Cargohose,19.53,298.53,7761.779999999999
bf4fa4a3-c908-43fd-bc9e-a692ba626aee,Frau,Franziska,Kraus,36141 Fulda,Kranzgasse 4/8,07091 66208,fkraus2974@1und1.de,50.549448661646565,9.674217713695626,1952-12-01,287,43,0.07,Dirndl,20.090000000000003,307.09000000000003,13204.87
d70da545-8391-47a6-a977-4b71de6d2d7e,Frau,Verena,Jung,39488 Magdeburg,Daniel-Jüttner-Platz 30,+49 (0) 8216 919729,vjung6214@gmx.co.uk,52.12658217923594,11.610008884299987,1982-02-18,154,10,0.07,Bluse,10.780000000000001,164.78,1647.8
bcee9d29-ce4f-4ca0-971a-a4f640a21015,Herr,Max,Lange,35400 Marburg,Bauerweg 715,+49(0)2738 52654,max.langebcee9d29@gmx.de,50.81325186088959,8.780378154267257,1994-10-26,343,26,0.19,Halstuch,65.17,408.17,10612.42
4f8e3e01-03c8-4104-a480-fdc0f1c58f44,Herr,Ben,Ziegler,10276 Berlin,Rognerstraße 898,+49(0)0761 65700,ziegler.ben5792@onlinedeutsch.de,52.530064557365435,13.396516964194538,1961-05-30,54,28,0.07,Fliege,3.7800000000000002,57.78,1617.8400000000001
ae4404d7-4100-4665-88c6-26a9fee4e6bc,Frau,Lea,Hartmann,42663 Solingen,Striebitzallee 88,06431953985,lhartmann3425@easy-mail.de,51.18252928237582,6.992500028802205,1954-06-14,162,9,0.19,Bikini,30.78,192.78,1735.02
54a6087c-272e-4a36-a642-965cde386aeb,Frau,Lisa,Böttcher,46437 Oberhausen,Corinne-Birnbaum-Weg 55,+49(0)4576 96202,böttcher.lisa9060@posteo.net,51.50812333773261,6.861170881527673,1980-01-12,105,38,0.19,Wanderstiefel,19.95,124.95,4748.1
edec31ef-5762-4626-a037-9089711fa10a,Herr,Matthias,Sauer,28891 Bremen,Tülay-Ullmann-Straße 9,+49(0) 186428212,sauer.matthias6957@posteo.de,53.06862256687009,8.793601087049398,1980-09-23,45,46,0.07,Dirndl,3.1500000000000004,48.15,2214.9
cbf1f93c-a1d3-4772-8101-1c5bf110397a,Frau,Johanna,Fischer,36713 Fulda,Wendestraße 4,+49(0)0644 88855,johannafcbf1f93c@mailplus.de,50.55158409457511,9.665690088660751,1956-03-06,244,14,0.07,Sneaker,17.080000000000002,261.08,3655.12
2446ecee-caa0-4679-ae83-a7b2c857d8c3,Herr,Paul,Fischer,76358 Karlsruhe,Karolin-Pergande-Platz 5/7,+49(0)8693058235,fischer.paul5748@gmx.de,48.98944760616621,8.400809782898577,1983-10-06,114,39,0.07,Zehensandalen,7.98,121.98,4757.22
bc39e1b3-bb1d-4677-84e6-748a7f3ab7dc,Herr,Daniel,Richter,69622 Heidelberg,Chantal-Hendriks-Ring 61,(07378) 132716,danielbc39e1b3@mail.de,49.40023604619972,8.688139015139681,1984-03-13,131,2,0.19,Weste,24.89,155.89,311.78
6fed6cc5-40b0-40a4-8598-244bf0bd7405,Frau,Laura,Klein,97537 Schweinfurt,Schmidtring 407,+49(0)4366660975,laura6fed6cc5@uni-mail.de,50.0561067152527,10.22882410627047,1996-06-27,160,34,0.07,Sandalen,11.200000000000001,171.2,5820.799999999999
4741ee56-b5e2-434d-907d-85322076d932,Frau,Lisa,Wirth,55045 Mainz,Barthstraße 8/2,+49(0)1955013187,lwirth1150@mymail.de,49.99271202147144,8.24482794386371,1946-12-05,470,27,0.07,Hausschuhe,32.900000000000006,502.9,13578.3
f45aa79b-d855-4b35-9763-b159ed9a189a,Frau,Hannah,Meyer,28246 Bremen,Magnus-Kreusel-Platz 6,(02926) 48022,meyer.hannah3519@mail.de,53.07692559104346,8.784785732405785,2000-06-16,219,36,0.07,Kleid,15.330000000000002,234.33,8435.880000000001
a4531fe9-b48f-453e-bb1b-cb6be91e70af,Herr,Niklas,Fuchs,79131 Freiburg,Janet-Pölitz-Gasse 2/5,(01182) 434544,nfuchs6236@freemail.de,47.98329141508253,7.858085025252553,1976-10-22,313,35,0.19,Cargohose,59.47,372.47,13036.45
27bb1580-e8f5-4c5d-bfa0-841974dbcc40,Frau,Lara,Lang,21549 Lüneburg,Rohlederplatz 928,+49(0)5137937825,lang.lara5276@onlinedeutsch.de,53.22706233698092,10.416094866270868,2001-09-15,365,7,0.19,Pufferjacke,69.35,434.35,3040.4500000000003
8e50c79a-c582-4444-b9fa-f5012287401b,Herr,David,Zimmermann,67753 Speyer,Barbara-Carsten-Weg 0,+49(0)1695 975685,davidz8e50c79a@earthlink.net,49.31443078494642,8.413090814245283,2006-05-28,197,42,0.07,Handschuhe,13.790000000000001,210.79,8853.18
22d80170-1e6c-4d83-a2f6-2516dc88b09c,Frau,Amelie,Weigel,41720 Neuss,Barkholzplatz 05,(03060) 460925,weigel.amelie5623@citymail.de,51.18089148732369,6.681000737999274,2002-01-25,168,15,0.07,Chelseaboots,11.760000000000002,179.76,2696.3999999999996
0dd35d11-6881-41a8-93d1-ea49ed469bf4,Frau,Ella,Vogel,68140 Mannheim,Klappstr. 4,(07620) 743615,ella0dd35d11@posteo.net,49.48217949020428,8.471392620869066,1950-04-11,416,9,0.07,Hemd,29.120000000000005,445.12,4006.08
2d5590c9-0576-4983-99cd-012a06b42b6f,Herr,Mark,Weber,33783 Bielefeld,Schmiedtweg 578,07108 640811,weber.mark9138@mailbox.org,52.03950242363576,8.545146959493664,1965-03-24,390,25,0.07,Clogs,27.300000000000004,417.3,10432.5
f7d870b6-78ac-4704-9936-5f61f484878d,Herr,Sebastian,Fuchs,90630 Nuremberg,German-Plath-Allee 0,+49(0)6528222239,sfuchs6875@web.de,49.450324116059754,11.05720541995723,1964-11-21,113,36,0.19,Laufschuhe,21.47,134.47,4840.92
e34d7804-f565-4d00-bba0-6f58061ae8d1,Frau,Melanie,Röder,95559 Bayreuth,Beyerplatz 45,+49 (0) 3532 675926,röder.melanie2290@bluewin.ch,49.949772239721376,11.579436754092892,1979-10-19,421,21,0.07,Wanderstiefel,29.470000000000002,450.47,9459.87
956a2f20-ee28-4bb7-a982-100c03729e33,Herr,David,Schneider,38743 Braunschweig,Heidelore-Krebs-Allee 20,+49(0)5800019922,dschneider6622@surfmail.de,52.27563730752641,10.533190780108521,1986-08-24,116,17,0.07,Kletterhosen,8.120000000000001,124.12,2110.04
6b325d48-06c4-4109-89a6-e611613f718d,Herr,Samuel,Schmidt,34587 Kassel,Rosenowweg 3,+49 (0) 5838 612695,samuel6b325d48@citymail.de,51.29357948843572,9.4848131981794,2005-01-25,13,16,0.19,T-Shirt,2.47,15.47,247.52
3ee29e68-6fa0-4319-a54c-e0de6e797a92,Herr,Bastian,Schmitt,45840 Essen,Kranzplatz 3/7,0914485809,schmitt.bastian6651@yahoo.de,51.471297157359714,7.00026097135811,1982-09-28,223,10,0.07,Cardigan,15.610000000000001,238.61,2386.1000000000004
46ba6855-3cad-475a-a072-caae797c27bf,Herr,Bastian,Hartmann,88804 Ravensburg,Elenore-Jungfer-Straße 802,0066617972,bastian.hartmann46ba6855@surfmail.de,47.776371377376,9.600549636046201,1954-11-23,273,48,0.07,Kleid,19.110000000000003,292.11,14021.28
9717aa6e-28b4-45b9-a93d-993c796f9881,Herr,Stefan,Krause,68003 Mannheim,Wiekstr. 552,(05780) 34295,krause.stefan3264@gmx.fr,49.470685896673814,8.45549521894459,1962-11-10,425,12,0.19,Socken,80.75,505.75,6069.0
8d2ad974-4a86-4655-8a9d-499ca2698c2d,Herr,Lennard,Böttcher,87700 Kempten,Beerweg 4/6,+49(0) 522195206,lböttcher2285@iserv.de,47.74460597719689,10.316415135891337,1980-07-16,318,41,0.07,Hemd,22.26,340.26,13950.66
b5f50316-a453-45cc-937f-cd2b76a933cf,Herr,Elias,Hartmann,58755 Witten,Leonore-Löffler-Weg 22,+49(0) 230827594,elias.hartmannb5f50316@mailzilla.de,51.44375379758168,7.347334606913547,1989-05-06,344,10,0.07,Stirnband,24.080000000000002,368.08,3680.7999999999997
cd74afec-1e54-4a7c-af27-3f4055cdd72e,Frau,Lea,Röder,38414 Salzgitter,Wirthallee 2,08582684365,lröder9066@studiemail.de,52.13399135684691,10.327313681072159,1968-10-17,148,36,0.07,Schuhe,10.360000000000001,158.36,5700.960000000001
f6f25926-4e60-478b-82f4-b48a78a55d6b,Frau,Nadine,Schneider,67404 Kaiserslautern,Ladeckallee 220,(09813) 998149,nadinef6f25926@mailzilla.de,49.43994020145272,7.729927350697831,1954-11-01,379,3,0.07,Funktionsshirt,26.53,405.53,1216.59
02af3382-0938-4d77-8b18-d6a415db4487,Frau,Nadine,Heinrich,24780 Kiel,Rosalie-Klotz-Allee 5/1,(07594) 73288,nheinrich6575@mailplus.de,54.34243818205428,10.141674662295172,1996-04-28,107,8,0.07,Strumpfhose,7.490000000000001,114.49,915.92
820bc51d-db3a-4fa6-87d0-286213f36e53,Frau,Lea,Schulz,64866 Darmstadt,Andrej-Seifert-Platz 9/3,06409 262790,leas820bc51d@surfmail.de,49.85904667076835,8.644983247281072,2001-12-07,150,41,0.07,Krawatte,10.500000000000002,160.5,6580.5
a4e0ee5b-1638-425c-8d66-65d8edf2a720,Frau,Maike,Peters,61441 Bad Homburg,Kästerplatz 0/7,(01487) 867423,maikepa4e0ee5b@1und1.de,50.19714405528364,8.603933913952513,1978-04-17,476,1,0.07,Kletterhosen,33.32,509.32,509.32
9bde299d-da28-4b7a-8d6d-99a628d798b4,Frau,Verena,Ziegler,45071 Gelsenkirchen,Urs-Bohnbach-Gasse 6/9,0814731425,ziegler.verena7944@iserv.de,51.51888118499811,7.068231478601355,1995-05-10,328,11,0.19,Haarband,62.32,390.32,4293.5199999999995
0e8472a7-dd33-4379-a88f-58c1237d7b90,Frau,Bettina,Roth,96318 Bamberg,Cynthia-Römer-Platz 068,(07178) 551033,bettina0e8472a7@scholar.de,49.91665015829152,10.902214818229456,1975-07-27,284,21,0.07,Weste,19.880000000000003,303.88,6381.48
398071b1-4642-4ddb-8fbe-2aaefbf70946,Frau,Maike,Schulz,79006 Lörrach,Agnieszka-Klapp-Weg 1,+49(0)4963 562343,maikes398071b1@gmx.us,47.610965782487675,7.672965222903944,1990-12-24,19,36,0.07,Brogues,1.33,20.33,731.8799999999999
c814ed3c-e166-46ab-a8f6-14bd7b2aa677,Herr,Max,Werner,26963 Oldenburg,Holzapfelstraße 16,08735564564,mwerner6807@1und1.de,53.12426565883485,8.224010328045248,1998-10-19,293,16,0.07,Bikini,20.51,313.51,5016.16
1ee1723b-4a96-46a4-a752-41027acf6bcc,Frau,Lena,Kraus,07242 Jena,Fliegnerring 25,03166 787993,lena.kraus1ee1723b@surfmail.de,50.945520168908914,11.576479439771322,1986-10-10,473,5,0.07,Brogues,33.11000000000001,506.11,2530.55
3b8f5fc7-7c96-4efa-8fab-2ad88091a21d,Frau,Nina,Neumann,89902 Ulm,Pohlweg 175,0360906143,nina.neumann3b8f5fc7@gmx.us,48.39338076488678,9.98730072299569,1989-11-29,391,17,0.19,Kapuzenpullover,74.29,465.29,7909.93
cc16014a-2e4a-4e78-9cf4-a8ed2db6de21,Frau,Luisa,Hahn,17640 Greifswald,Baumplatz 068,+49(0)2199317308,luisahcc16014a@easy-mail.de,54.09461251960831,13.394694093575714,2000-09-09,65,37,0.07,Krawatte,4.550000000000001,69.55,2573.35
89745cd7-1118-48f8-aa4a-ce0ed89a9500,Herr,Christian,Mayer,24138 Neumünster,Stilla-Heintze-Platz 6/7,+49(0)6360940955,christian89745cd7@t-online.de,54.053479728290256,9.973730935227064,1996-04-25,57,43,0.07,Kleid,3.99,60.99,2622.57
2266a107-a408-401f-b433-97f1ad5b9bb2,Frau,Sophie,Schmitt,49926 Osnabrück,Janko-Dobes-Allee 402,(02639) 536881,schmitt.sophie5506@hotmail.de,52.28372652614936,8.043368132086577,1979-06-19,157,33,0.19,Polo-Shirt,29.830000000000002,186.83,6165.39
1fe253b0-7980-4aaa-a93b-4418b170b1ed,Herr,Moritz,Mayer,41657 Mönchengladbach,Möchlichenplatz 8/5,+49 (0) 6461 985373,moritz.mayer1fe253b0@freenetmail.de,51.193439725385595,6.449647540791079,1966-04-29,358,41,0.07,Bikini,25.060000000000002,383.06,15705.460000000001
